detectedEmotion,emotion,emotionsList,lemmatisation,rate,resultOfDetecting,text,words,wordsAfterLemmatisation,wordsFound
positive,positive,[dobry],"[bardzo, dobry, router, do, mieszkania, lub, niedużego, domu, u, mnie, działa, bezawaryjnie, od, ponad, 4, lat]",5.0,0.058333333333333334,Bardzo dobry router do mieszkania lub niedużego domu. U mnie działa bezawaryjnie od ponad 4 lat.,16.0,16.0,1.0
negative,negative,"[ciągle, tragedia]","[nie, polecam, po, skończeniu, się, gwarancji, zaczął, się, psuć, ciągle, przerywa, sygnał, a, z, nowymi, urządzeniami, już, nawet, nie, łączy, tragedia]",2.0,-0.09523809523809523,Nie polecam! Po skończeniu się gwarancji zaczął się psuć! Ciągle przerywa sygnał a z nowymi urządzeniami już nawet nie łączy... TRAGEDIA!,21.0,21.0,2.0
negative,negative,"[obrzydzenie, samoczynnie, transfer, kiepski, szkoda]","[same, ""słodziutkie"", opinie, aż, obrzydzenie, bierzenawet, jak, na, tą, cenę, po, ok, pół, roku, używania, złom, zaczynają, się, codzienne, problemy, ze, współdzieleniem, łącza, router, ""gubi"", pakiety, samoczynnie, zmienia, adresy, mac, nie, mówiąc, już, o, braku, możliwości, zaawansowanej, konfiguracjinie, pomogło, nawet, nowe, oprogramowanie, ""obcina, "", transfer, z, 40mb, na, 78, mbgeneralnie, kiepski, sprzęt, szkoda, na, niego, nawet, te, ""parę, "", groszy, lepiej, dołożyć, i, kupić, porządniejszy]",1.0,-0.09230769230769231,"same ""słodziutkie"" opinie aż obrzydzenie bierze.Nawet jak na tą cenę po ok pół roku używania ZŁOM ,zaczynają się CODZIENNE problemy ze współdzieleniem łącza ,router ""gubi"" pakiety ,samoczynnie zmienia adresy MAC , nie mówiąc już o braku możliwości zaawansowanej konfiguracji.Nie pomogło nawet nowe oprogramowanie, ""obcina "" transfer z 40MB na 7-8 MB.Generalnie - kiepski sprzęt szkoda na niego nawet te ""parę "" groszy ,lepiej dołożyć i kupić porządniejszy",67.0,65.0,5.0
negative,positive,"[bez, sam, dobry, prosty]","[dziala, rewelacyjnie, bez, jakichkolwiek, zastrzezen, sprawdzony, model, na, przestrzeni, kilku, lat, przez, znajomych, i, sam, moge, ich, zdanie, potwierdzic, tani, dobry, router, prosty, w, obsludze, polecam]",5.0,-0.0025641025641025637,Dziala rewelacyjnie bez jakichkolwiek zastrzezen . Sprawdzony model na przestrzeni kilku lat przez znajomych  i sam moge ich zdanie potwierdzic . Tani dobry router prosty w obsludze . Polecam !,30.0,26.0,4.0
positive,positive,"[elegancki, zadowolony]","[elegancki, działa, super, jestem, bardzo, zadowolony]",5.0,0.35714285714285715,"Elegancki ,działa super.
Jestem bardzo zadowolony.",6.0,6.0,2.0
neutral,positive,[bez],"[działa, bez, zarzutu, prosta, obsługa]",5.0,0.0,"działa bez zarzutu, prosta obsługa",5.0,5.0,1.0
positive,positive,"[ten, mój, pierwszy]","[myśle, że, dla, zaczynającego, zabawę, w, tworzenie, swojej, małej, sieci, w, mieszkaniu, lub, małym, domu, ten, router, to, dobra, propozycjajest, to, mój, pierwszy, router, i, nie, miałem, nigdy, do, czynienia, z, tego, typu, urządzeniami, ale, jego, podłączenie, i, konfiguracja, była, bardzo, prostapolecam]",4.0,0.023809523809523808,Myśle że dla zaczynającego zabawę w tworzenie swojej małej sieci w mieszkaniu lub małym domu ten router to dobra propozycja.Jest to mój pierwszy router i nie miałem nigdy do czynienia z tego typu urządzeniami ale jego podłączenie i konfiguracja była bardzo prosta.Polecam.,42.0,42.0,3.0
negative,positive,"[zadowolony, go, raz, bez]","[jestem, w, 100, zadowolony, z, zakupu, cena, atrakcyjna, zasięg, w, kawalerce, gdzie, go, użytkuję, jest, w, każdym, kącie, raz, zaliczył, nawet, upadek, z, wysokiej, na, 19m, szafy, co, przetrwał, bez, uszczerbku]",5.0,-0.03225806451612903,"Jestem w 100% zadowolony z zakupu. Cena atrakcyjna, zasięg w kawalerce gdzie go użytkuję jest w każdym kącie. Raz zaliczył nawet upadek z wysokiej na 1,9m szafy co przetrwał bez uszczerbku.",31.0,31.0,4.0
positive,negative,"[dobry, polski]","[produkt, dobry, łatwa, instalacja, jezyk, polski, jako, duża, zaleta, niestety, antena, nieprzydatna, nie, odbiera, sygnału, pomimo, reklamy, w, punkcie, na, zasięg, do, 10, km, od, nadajnika]",3.0,0.035897435897435895,"produkt dobry, łatwa instalacja, jezyk polski jako duża zaleta, niestety antena nieprzydatna - nie odbiera sygnału pomimo reklamy w punkcie na zasięg do 10 km od nadajnika",27.0,26.0,2.0
positive,positive,[dobry],"[dobry, sprzęt]",4.0,0.4666666666666667,Dobry sprzęt,2.0,2.0,1.0
positive,positive,"[świetny, stosunek]","[świetny, stosunek, jakości, do, ceny]",5.0,0.4,Świetny stosunek jakości do ceny!,5.0,5.0,2.0
neutral,positive,[bez],"[produkt, bez, zastrzeżeń]",4.0,0.0,Produkt bez zastrzeżeń.,3.0,3.0,1.0
neutral,positive,"[mały, lekki, funkcjonalny]","[mały, lekki, funkcjonalny, niestety]",4.0,0.0,"mały, lekki, funkcjonalny. Niestety",4.0,4.0,3.0
negative,positive,[prosty],"[prosty, w, obsłudze, nie, zajmuje, duzo, miejsca, działa, sprawnie]",5.0,-0.1111111111111111,"Prosty w obsłudze, nie zajmuje duzo miejsca, działa sprawnie",9.0,9.0,1.0
positive,positive,"[fajny, sprawny, bez]","[fajny, i, sprawny, bez, zrywek, sygnału, polecam]",5.0,0.375,"Fajny i sprawny bez zrywek sygnału.
Polecam",7.0,7.0,3.0
positive,positive,"[drugi, egzemplarz, zadowolony]","[tani, router, do, domu, kupiłem, już, drugi, egzemplarz, i, jestem, w, pełni, zadowolony]",4.0,0.019230769230769232,Tani router do domu. Kupiłem już drugi egzemplarz i jestem w pełni zadowolony,13.0,13.0,3.0
neutral,positive,[],"[brak, zastrzeżeń]",4.0,0.0,brak zastrzeżeń!,2.0,2.0,0.0
positive,positive,[dobry],"[dobry, router, w, bardzo, niskiej, cenie]",5.0,0.15555555555555556,Dobry router w bardzo niskiej cenie.,6.0,6.0,1.0
neutral,positive,[],"[bardzo, dobrypowiesiłem, na, poddaszuma, otwory, do, powieszenia, antenę, przestawiłem, do, pionuu, kolegi, ok40m, jest, zasięgi, o, to, chodziłopolecamkupiłem, w, shifcie]",5.0,0.0,Bardzo dobry.Powiesiłem na poddaszu(ma otwory do powieszenia) + antenę przestawiłem do pionu.U kolegi ok.40m jest zasięg.I o to chodziło.Polecam.Kupiłem w Shifcie.,21.0,20.0,0.0
neutral,positive,[],"[używam, od, prawie, rokużadnych, uwag]",4.0,0.0,używam od prawie roku-żadnych uwag,5.0,5.0,0.0
positive,positive,[dobry],"[bardzo, dobry, polecam]",5.0,0.3111111111111111,"Bardzo dobry, polecam.",3.0,3.0,1.0
negative,positive,"[dobry, ten, mocny, nic]","[bardzo, dobry, router, za, niewielkie, pieniądze, używam, w, mieszkaniu, m2, i, router, ten, daje, bardzo, mocny, sygnał, na, całe, mieszkanie, za, te, pieniądze, nie, znajdziesz, nic, lepszego]",4.0,-0.05185185185185185,Bardzo dobry router za niewielkie pieniądze. Używam w mieszkaniu M2 i router ten daje bardzo mocny sygnał na całe mieszkanie. Za te pieniądze nie znajdziesz nic lepszego.,27.0,27.0,4.0
positive,positive,"[sprawny, solidny]","[sprawny, i, solidny]",4.0,0.875,Sprawny i solidny,3.0,3.0,2.0
neutral,positive,[],[wporzadku],4.0,0.0,Wporzadku,1.0,1.0,0.0
neutral,positive,[bez],"[zainstalowany, w, mieszkaniu, z, wielkiej, plyty, dziala, bez, zarzutu]",4.0,0.0,Zainstalowany w mieszkaniu z wielkiej plyty. Dziala bez zarzutu.,9.0,9.0,1.0
positive,positive,"[świetny, moc]","[świetny, duża, moc, budynek, z, grubymi, murami, z, suporexu, i, zasięg, jest, wszędzie, na, parterze100m2, reszta, nie, sprawdzana]",5.0,0.08333333333333333,"Świetny, duża moc (budynek z grubymi murami z suporexu i zasięg jest wszędzie na parterze-100m2, reszta nie sprawdzana",18.0,18.0,2.0
negative,positive,"[gorąco, bez]","[za, taką, cenę, gorąco, polecam, zainstalowałam, i, zapomniałam, że, mam, router, nie, znam, się, na, tym, zupełnie, a, udało, się, uruchomić, bez, problemów, działa, śmiga, i, nie, wymaga, mojej, uwagi, polecam]",5.0,-0.03225806451612903,"Za taką cenę gorąco polecam :)
Zainstalowałam i zapomniałam, że mam router. Nie znam się na tym zupełnie, a udało się uruchomić bez problemów. Działa, śmiga i nie wymaga mojej uwagi :)
POLECAM!",33.0,31.0,2.0
positive,positive,[dobry],"[bardzo, dobry, sprzęt, i, tani]",5.0,0.18666666666666668,bardzo dobry sprzęt i tani,5.0,5.0,1.0
neutral,positive,[],"[produkt, dobrej, jakości, działa, poprawnie, brak, zastrzeżeń]",4.0,0.0,"Produkt dobrej jakości, działa poprawnie, brak zastrzeżeń.",7.0,7.0,0.0
positive,negative,"[funkcjonalny, który]","[tanie, funkcjonalny, mam, też, model, 543g, który, posiada, więcej, funkcji, prosta, instalacja]",3.0,0.08333333333333333,"Tanie, funkcjonalny, mam też model 543G, który posiada więcej funkcji. Prosta instalacja",12.0,12.0,2.0
neutral,positive,[],"[produkt, spełnia, moje, oczekiwania]",4.0,0.0,produkt spełnia moje oczekiwania!,4.0,4.0,0.0
positive,positive,[dobry],"[dobry, router, eszystko, ok]",4.0,0.23333333333333334,"Dobry router, eszystko OK",4.0,4.0,1.0
positive,positive,[dobry],"[bardzo, dobry, polecam, wszystkim]",5.0,0.23333333333333334,bardzo dobry ! polecam wszystkim,5.0,4.0,1.0
positive,positive,[idealny],"[łatwa, konfiguracja, idealny, dla, sieci, domowej, gdzie, pracuje, do, 5, komputerów, nie, warto, kupować, dla, małych, sieci, drogich, routerów]",4.0,0.05263157894736842,łatwa konfiguracja. Idealny dla sieci domowej gdzie pracuje do 5 komputerów. Nie warto kupować dla małych sieci drogich routerów.,19.0,19.0,1.0
positive,positive,[świetny],"[router, jest, świetny, do, domowej, sieci, w, szczególności, tani, i, z, świetnym, zasięgiem, jak, na, mieszkanie]",4.0,0.125,"Router jest świetny do domowej sieci, w szczególności tani i z świetnym zasięgiem (jak na mieszkanie).",16.0,16.0,1.0
positive,positive,[idealny],"[idealny, do, zastosowań, domowych]",4.0,0.25,Idealny do zastosowań domowych.,4.0,4.0,1.0
positive,positive,[dobry],"[wszystko, okej, dość, dobry, zasięg, łatwa, konfiguracja, poprawne, dzialanie, z, tlr402m]",4.0,0.08484848484848485,"Wszystko okej, dość dobry zasięg, łatwa konfiguracja, poprawne dzialanie z tl-r402m",11.0,11.0,1.0
neutral,positive,"[ten, mój, miejsce, ciągle]","[ten, router, ""wcisnął"", mi, mój, provider, w, miejsce, ciągle, szwankującego, netgeara, wreszcie, działa, prawidłowo, a, zasięg, wifi, jest, zauważalnie, lepszy, i, stabilniejszy, w, całym, domu]",4.0,0.0,"Ten router ""wcisnął"" mi mój provider w miejsce ciągle szwankującego Netgeara. 
Wreszcie działa prawidłowo, a zasięg WiFi jest zauważalnie lepszy i stabilniejszy w całym domu.",25.0,25.0,4.0
neutral,positive,[],"[ok, super]",5.0,0.0,OK ! ! !SUPER,4.0,2.0,0.0
positive,positive,"[fajny, idealny]","[bardzo, fajny, router, idealny, dla, kogoś, kto, ma, internet, z, sieci, kablowych, jak, multimedia, zasieg, w, całym, domu, rewelacja, bardzo, proste, podłączenie, i, konfiguracja]",5.0,0.10416666666666667,"bardzo fajny router idealny dla kogoś kto ma internet z sieci kablowych jak multimedia. zasieg w całym domu rewelacja , bardzo proste podłączenie i konfiguracja.",25.0,24.0,2.0
neutral,positive,[bez],"[bez, większych, zastrzeżeń]",4.0,0.0,Bez większych zastrzeżeń,3.0,3.0,1.0
positive,positive,[dobry],"[dobry, tani, router]",4.0,0.3111111111111111,"dobry, tani router",3.0,3.0,1.0
negative,positive,"[go, nic, nic]","[router, spoko, uzytkuje, go, na, rzie, przez, kilka, dni, i, na, razie, nie, mam, zastrzezen, daje, rade, nawet, na, 4, kompy, nic, dodac, nic, ujac]",4.0,-0.16,"router spoko, uzytkuje go na rzie przez kilka dni i na razie nie mam zastrzezen. daje rade nawet na 4 kompy. nic dodac nic ujac.",25.0,25.0,3.0
positive,positive,"[dobry, b]","[używam, od, tygodnia, żadnych, problemów, bardzo, dobry, zasięg, w, mieszkaniu, b, łatwa, instalacja]",5.0,0.07179487179487179,"Używam od tygodnia, żadnych problemów, bardzo dobry zasięg w mieszkaniu, b łatwa instalacja.",13.0,13.0,2.0
negative,positive,"[bez, stary, ten, ktoś, nic, dobry]","[super, bardzo, tani, działa, bez, zarzutu, zależało, mi, na, mocnej, antenie, bo, w, bloku, pojawiło, się, dużo, sieci, wifi, i, stary, router, nie, dawał, rady, się, przecisnąć, a, ten, daje, radę, nie, mam, zielonego, pojęcia, czy, ma, jakieś, inne, funkcje, niż, tworzenie, sieci, ale, mi, nie, są, takowe, niepotrzebne, ale, jak, ktoś, po, prostu, potrzebuje, dobrego, routera, do, sieci, i, nic, wiecej, to, wg, mnie, jest, to, dobry, wybór]",5.0,-0.022705314009661835,"Super! Bardzo tani, działa bez zarzutu. Zależało mi na mocnej antenie, bo w bloku pojawiło się dużo sieci wi-fi i stary router nie dawał rady się przecisnąć. A ten daje radę 

Nie mam zielonego pojęcia czy ma jakieś inne funkcje niż tworzenie sieci, ale mi nie są takowe niepotrzebne. Ale jak ktoś po prostu potrzebuje dobrego routera do sieci i nic wiecej, to wg. mnie jest to dobry wybór.",69.0,69.0,6.0
positive,positive,"[nowy, dobry]","[nowy, bardzo, dobry]",4.0,0.21587301587301588,nowy bardzo dobry,3.0,3.0,2.0
positive,positive,[dobry],"[tani, i, dobry]",4.0,0.3111111111111111,Tani i dobry.,3.0,3.0,1.0
positive,positive,[łatwy],"[łatwy, w, instalacji, działa, z, upc]",5.0,0.16666666666666666,"Łatwy w instalacji, działa z UPC",6.0,6.0,1.0
neutral,positive,[],"[wszystko, ok]",5.0,0.0,Wszystko o.k,2.0,2.0,0.0
positive,positive,[dobry],"[dobry, router, w, dobrej, cenie]",4.0,0.18666666666666668,dobry router w dobrej cenie,5.0,5.0,1.0
positive,positive,[wystarczający],"[ruter, wystarczający, na, potrzeby, domowe]",4.0,0.2,Ruter wystarczający na potrzeby domowe.,5.0,5.0,1.0
neutral,positive,[bez],"[router, wart, swych, pieniędzy, jest, tani, i, spełnia, swoje, zadanie, router, działa, bez, problemów]",4.0,0.0,"Router wart swych pieniędzy , jest tani i spełnia swoje zadanie , router działa bez problemów .",17.0,14.0,1.0
neutral,positive,[],[działa],4.0,0.0,Działa.,1.0,1.0,0.0
neutral,positive,[bez],"[na, razie, działa, bez, zarzutu, instalacja, prosta]",4.0,0.0,Na razie działa bez zarzutu. Instalacja prosta.,7.0,7.0,1.0
neutral,positive,[bez],"[łatwa, instalacja, na, razie, działa, bez, zarzutu]",5.0,0.0,łatwa instalacja na razie działa bez zarzutu,7.0,7.0,1.0
neutral,positive,[],"[produkt, spełnia, moje, oczekiwania, instalacja, bezproblemowa, wart, swojej, ceny]",5.0,0.0,Produkt spełnia moje oczekiwania. Instalacja bezproblemowa. Wart swojej ceny.,9.0,9.0,0.0
neutral,positive,[],"[wszystko, zgodnie, z, opisem]",5.0,0.0,Wszystko zgodnie z opisem,4.0,4.0,0.0
positive,positive,[godny],"[bardzo, łatwa, instalacja, za, tą, cene, godny, polecenia]",4.0,0.1875,bardzo łatwa instalacja. za tą cene godny polecenia,8.0,8.0,1.0
neutral,positive,[],"[produkt, jak, najbardziej, się, sprawdził, polecam]",5.0,0.0,Produkt jak najbardziej się sprawdził. Polecam,6.0,6.0,0.0
neutral,positive,[],"[po, pierwsze, bardzo, tani, w, przeciwieństwie, do, innych, i, jest, niezawodny, rewelacja]",5.0,0.0,Po pierwsze bardzo tani w przeciwieństwie do innych i jest NIEZAWODNY ! Rewelacja,13.0,12.0,0.0
positive,positive,[dobry],"[produkt, dobry, w, swojej, klasie, cenowej]",4.0,0.15555555555555556,Produkt dobry w swojej klasie cenowej,6.0,6.0,1.0
positive,positive,"[genialny, małe]","[genialny, rouer, za, małe, pieniądze]",5.0,0.1,Genialny Rouer za małe pieniądze!,5.0,5.0,2.0
positive,positive,[dobry],"[wszystko, w, porządku, dobry, zasięg, i, łatwa, instalacja, dobra, cena, za, dobrą, jakość]",5.0,0.07179487179487179,"Wszystko w porządku, dobry zasięg i łatwa instalacja. Dobra cena za dobrą jakość.",13.0,13.0,1.0
positive,positive,[dobry],"[dobry, produkt, do, swojego, przeznaczenia]",4.0,0.18666666666666668,Dobry produkt do swojego przeznaczenia.,5.0,5.0,1.0
positive,positive,"[dobry, prosty, wystarczający]","[bardzo, dobry, prosty, i, tani, router, zasięg, wystarczający, dla, przeciętnego, użytkownika]",5.0,0.08484848484848485,"Bardzo dobry, prosty i tani router. Zasięg wystarczający dla przeciętnego użytkownika.",11.0,11.0,3.0
positive,positive,[dobry],"[dobry, tani, wystarczy, na, prostą, siec]",4.0,0.15555555555555556,"dobry, tani. wystarczy na prostą siec",6.0,6.0,1.0
positive,positive,"[dobry, wystarczający]","[bardzo, dobry, router, za, niską, cenę, zasięg, jak, najbardziej, wystarczający]",4.0,0.19333333333333333,"Bardzo dobry router za niską cenę, zasięg jak najbardziej wystarczający",10.0,10.0,2.0
neutral,positive,[],"[prostetaniedobrze, dziala, instrukcja, dobrze, napisanakofigoracja, w, 5, minut]",4.0,0.0,"Proste,tanie,dobrze dziala. Instrukcja dobrze napisana.Kofigoracja w 5 minut.",8.0,8.0,0.0
neutral,positive,[],"[działa, pod, upc, bezbłędnie]",4.0,0.0,działa pod UPC bezbłędnie,4.0,4.0,0.0
positive,positive,"[bez, godny]","[produkt, zgodnie, z, oczekiwaniami, działa, bez, zarzutu, godny, poleceniakablówka]",5.0,0.16666666666666666,"Produkt zgodnie z oczekiwaniami, działa bez zarzutu, godny polecenia/kablówka/",9.0,9.0,2.0
neutral,positive,[bez],"[dobra, cena, łatwa, instalacjapłytka, instrukcja, po, polskudziała, bez, problemu, polecam]",4.0,0.0,Dobra cena. Łatwa instalacja-płytka. Instrukcja po polsku.Działa bez problemu. polecam.,10.0,10.0,1.0
positive,positive,"[klasy, stabilny, dobry]","[banalna, konfiguracja, bogate, opcje, jak, na, produkt, tej, klasy, stabilny, bardzo, dobry, zasięg, wifi]",5.0,0.10238095238095238,"Banalna konfiguracja, bogate opcje (jak na produkt tej klasy), stabilny, bardzo dobry zasięg wifi.",14.0,14.0,3.0
neutral,positive,"[zgrabny, mały, sieć, jeden, drugi]","[najtańszy, zgrabny, i, mały, wszystko, działa, jak, powinno, nie, rozłącza, sieci, dla, osób, mało, wymagających, które, potrzebują, jedynie, stworzyć, w, domu, swoją, małą, sieć, w, tym, bezprzewodową, spisze, się, idealnie, i, to, za, grosze, łączę, się, przez, wifi, konsolą, jak, i, telefonem, do, tej, pory, nie, miałem, żadnych, problemów, kupiłem, już, dwie, sztuki, jeden, dla, mnie, drugi, dla, dziadka, internet, video, w, sony, bravia, działa, wyśmienicie]",5.0,0.0,"Najtańszy! Zgrabny i mały. Wszystko działa jak powinno, nie rozłącza sieci. Dla osób mało wymagających, które potrzebują jedynie stworzyć w domu swoją małą sieć (w tym bezprzewodową) spisze się idealnie i to za grosze! Łączę się przez wi-fi konsolą, jak i telefonem. Do tej pory nie miałem żadnych problemów.
Kupiłem już dwie sztuki - jeden dla mnie, drugi dla dziadka. Internet video w Sony Bravia działa wyśmienicie!",67.0,66.0,5.0
neutral,positive,"[wyśmienity, prosty]","[bardzo, tani, a, jednocześnie, wyśmienity, router, zabójczo, prosty, w, konfiguracji, plecam]",4.0,0.0,"Bardzo tani, a jednocześnie wyśmienity router. Zabójczo prosty w konfiguracji. Plecam",11.0,11.0,2.0
neutral,positive,[bez],"[ww, router, działa, bez, zarzutu, i, spełnia, moje, oczekiwania]",4.0,0.0,W/w router działa bez zarzutu i spełnia moje oczekiwania.,9.0,9.0,1.0
