comment,emotion,rate
"nic specjalnego                        Nie rozumiem fascynacji tym filmem, naprawde. Jestem kobietą i nie chciałabym byc tak traktowana przez zadnego faceta.               ",negative,3
Lanie z rana najlepsze...                        Wiem że urażę wiele kobiet ale z tych wpisów...wynika że dziewczyny lubią być poniżane i dobrze opłacane...tyle w temacie nie ma się co rozpisywać bo dobitnie to udowodniły broniąc i marząc o socjopacie który napier....je z uśmiechem na twarzy.              ,positive,6
"Boję się cokolwiek złego powiedzieć o tym filmie                        Bo wiem że zostanę zarzucony odpowiedziami ""nie czytałeś, nie zrozumiesz"" (lol, bez sensu) i ""po prostu nie zrozumiałeś"". Film miał duży potencjał, i sam temat więzi BDSM (""to wcale nie jest o sadomasochiźmie, ty ignorancka świnio"") mógł być ciekawy, ale nie wyszło.              ",negative,2
"Popularność tego filmu to zła wróżba                        Film klasy B. Typowy średniak i gdyby nie ta cała otoczka wokół tej produkcji, Puls wyemitowałby go za 4 lata na antenie.Ale nie chcę wypowiadać się o grze aktorskiej, scenariuszu, scenografii, czy pracy kamery. Chcę poruszyć temat ludzi i ich dzisiejszych wartości.Popularność filmu i jego ogromne zarobki źle wróżą na przyszłość. Świadczy to o dużej liczbie publiczności (w ...              ",negative,3
"Boxoffice                        Myślicie, że dobije do miliarda?              ",negative,3
"totalna porażka (oceniłam 1 bo nie ma opcji mniej ...)                        książka powiedzmy że ujdzie... zwykłe czytadło jak harlequiny kiedyś ""czytasz i nie zachwycasz się bo nie ma czym"" (czytasz by mieć jakieś stanowisko i odniesienie w rozmowie ze znajomymi którzy rzucą Ten temat...) natomiast film to totalna porażka! jakby powyrywać 1/5 dowolnych kartek z książki i posklejać z tego film (więc kupy się nie trzyma) ... dla kogoś kto ...              ",negative,1
"Nie wiem o co tyle szumu                        Zwykły pornus dla kur domowych chcący się zasłonić jakimś tam, naiwnym wątkiem o pseudomiłości, a tak naprawdę całość polega na tym, że Grey chce ją po prostu zdzielić batem po tyłku a ona mu się nie daje. Zespoilerowałem właśnie cały film XD              ",negative,4
"Gorzej niż słabe                        To dramat o kolesiu chorym psychicznie i równie chorej kobiecie. Zachwytu z mojej strony żadnego, co najwyżej politowanie dla tak słabych postaci...              ",negative,3
"Ile dostanie malin w przyszłym roku?                        Ten film będzie malinowy. Recenzenci są bezlitośni, hajs się zgadza, a sam szał marketingowy na kompletnie beznamiętny erotyk zrobi swoje. Film nie jest warty żadnej istotnej nagrody, a do dziejów gatunku ""+18"" nie wprowadza nic nowego, co najwyżej cofa go o lata świetlne. Na maliny też nie zasługuje jakoś specjalnie, ale jako, że jest popularny, to mu się oberwie ;)Obstawiam ...              ",negative,3
"1/10                        mega debilny film, nic sie nie dzieje, gorszy niz drive              ",negative,1
"Tak, jestem romantykiem-marzycielem ;)                        Żałuję najbardziej, że tego filmu nie zrobił mistrz takiego rodzaju relacji damsko-męskich czyli mój ulubieniec Lars Von Trier. To by przynajmniej ten bacik Grey`a żwawiej latał po tej ładnej dupci. Nie wiem kogo jest to zasługa ale oklaski dla tej aktorki za zagranie swojej postaci tak, że gdy na nią patrzysz to widzisz że cały czas jest mokra. W tej kategorii oskar dla niej za ...              ",negative,2
"Kolejna lektura obowiązkowa dla określonej grypy odbiorców.                        Książka przekracza pewny pułap sprzedaży i mamy ekranizację nowego Pottera.""Poznała przystojnego i bogatego = żyli długo i szczęśliwie""""Idę do kina na film ,który pokaże mi to co chcę zobaczyć i usłyszeć.... tzn. doznać w realu"".Dla porównania ..sprawiła ,że żeńska widownia polubiła na moment Sc-fi (torsy wilkołaków i wampirów)Cenie sobie Lars Von ...              ",neutral,5
"słabo,po prostu słabo...",negative,3
"Może być...                        Film znośny, ale raczej nudny. Obiektywnie mocno odbiega od książki, miejscami na korzyść(mizerny język autorki) lub niekorzyść filmu(nudniejsza fabuła).50 twarzy greya jest typowym romansem bez polotu. Gdyby nie ścieżka dźwiękowa zawierająca najnowsze muzyczne hity  i ciekawa kreacja głównej bohaterki(zagrała całkiem przekonująco, chociaż widać brak doświadczenia aktorskiego) film byłby nie do ...              ",neutral,5
Szkoda glownej piosenki!                        Film to totalne dno rodem z serii filmow niskobudzzetowych. Po pierwsze to nie zadna komedia romantyczna ale dramat. Dramat z uwagi na przykra strone zycia seksualnego bohatera. Po drugie piosenka Ellie Gooding kompletnie zmarnowana. Teraz juz wiem czemu byla umieszczona w takim dziwnym miejscu w filmie. Dlatego ze nie bylo innego miejsca godnego tej piosenki. Bylam kiedys baardzo zakochana ...              ,negative,1
"Ten to nieporozumienie                        Nie wiem skąd znalazłam w sobie siłę, żeby obejrzeć ten film do końca, zwłaszcza że już po 5 minutach  znienawidziłam głównych bohaterów. Chyba po prostu chciałam z czystym sumieniem móc krytykować ten film.Oczom nie wierzę, że ma on ocenę ponad 5! Ten film nie ma prawa się nikomu podobać, po prostu nie ma prawa i tyle.Zawsze byłam tolerancyjna wobec ludzkich upodobań, wiadomo są gusta i ...              ",negative,1
"Odradzam.                        Po kilku tygodniach za granicą, wracam do PL i stwierdzam że czas auto umyć. W myjni Pan mówi, że mam czekać 1,5h, więc co by tu zrobić w środku dnia? Poszedłem do kina, a tam o tehj porze nic nie ma, poza tytułowym filmem. Hmm dobra , zobacze co to za cudo. Książki nie czytałe,, więc w filmie odkryję czym ten zachwyt świata. Wchodzę na salę kinową a tam...pusto. Doszły dwie osoby, z czego jedna wyszła po ...              ",negative,4
"Jako kobieta i romantyczka komentuję - tragedia                        Obejrzałam, żeby na własne oczy zobaczyć czy film rzeczywiście nie trzyma poziomu... I nie pomyliłam się. Sama akcja rozkręca się szybciej niż w niejednej komedii romantycznej, a postać Anastasii to jakaś wielka pomyłka. Rzeczywiście, trzeba być kobietą bez charakteru, żeby przez 20 parę lat chronić dziewictwo, by po 2-3 dniach stracić je z jakimś przypadkowym facetem, ...              ",negative,2
"Anastasia-Christian........... ...                        Christian-Anastasia....po co 2 godziny filmu, wystarczy 10 sekund w windzie i te dwa słowa""Christian-Anastasia ""...reszta zbędna...szkoda czasu..mocne 2/10              ",negative,2
"50 twarzy Gleja                        I tylko tyle w temacie. 0/10 choc sie nie da, wiec 1 albo w ogole nie dawac oceny. takiego infantylnego gowna o niczym nigdy nie widzialem. ""kobiety""...opamieta jcie sie!!!!              ",negative,1
"Obejrzałem film dzisiaj, dokładnie 19 dni po premierze i….                        dziękuję, że nie mam dziewczyny, która zaciągnęłaby mnie na „to coś” do kina. Młoda, zamknięta w sobie i wycofana studentka literatury angielskiej poznaje przystojnego, bogatego i władczego Christiana Greya. „Szara Myszka” – dziewica wpada w objęcia „perwersyjnego” miłośnika seksu. Zapowiada się pikantnie. No właśnie, tylko zapowiada się…Na początek, linia ...              ",negative,3
"50 twarzy NICOŚCI                        Książka nie była górnolotna, ale z filmu można było coś jeszcze w miarę dobrego zrobić. Moim zdaniem się nie udało. Film nudny, gra aktorska słaba. Potencjał zmarnowany. Jedyne co dobre to ścieżka dźwiękowa. Zapraszam: http://www.zyjlepiej.com/2015/ 03/piecdziesiat-twarzy-greya-2 015.html              ",negative,2
"Film o dziefffciiince, która poleciała na kasę...                        ...i już ;)              ",negative,2
"Film adresowany do ""tabby""                        Słownik j. angielskiego podaje kilka znaczeń słowa ""tabby"", w tym:1. Stara panna2. Zjadliwa plotkaraCzy to może być przypadek? Nie sądzę...              ",negative,1
"Staniki nie latają...                        Było głośno o książce, jak i o filmie, ale chyba za głośno... Książka jak książka, pierwszą część nawet fajnie się czytało i może nawet nie dlatego, że kobiety marzą o czymś takim jak twierdzą komentujący Panowie, ale po prostu to była lekka, prosta historia na nudny wieczór. Momentami nawet ciekawa i zaskakująca. Film da się obejrzeć, ale nie jest on porywający. Scen seksu nie było za mało, ale ...              ",negative,4
Nurtuje mnie jedno....                        Nie jestem w stanie zrozumieć co kobiety fascynuje w tym filmie. Pokazuje on rolę kobiety z najbardziej prymitywnej strony. Czy naprawdę marzeniem każdej jest bycie kupioną niczym koza w Peru?              ,negative,4
"Co ja właśnie zobaczyłam..                        W zasadzie nie czytalam ksiazki, a film obejrzalam przed chwilka, bo kolezanka polecila... Bylo tu tyle watkow, ze chyba tylko ten co ksiazke czytal mogl je zrozumiec. Wszystko skonczylo sie tak szybko jak sie zaczelo. Żenua              ",negative,3
"Plytki do bolu                        Totalnie plytnie, bezcelowe dno... Ten film byl gorszy niz sie spodziewalam. Plytki, zle nakrecony, z kiczowata muzyka. Lepsza scene erotyczna widzialam w Dexterze! Strata czasu.Dakota Johnson, dawala rade, mysle ze z lepszym rezyserem bylaby swietna.              ",negative,3
"Filmowy Grey pasjonujący i epicki jak"" Opona""...Kto widział ten wie;)                        Temat ciekawy a tu tak potraktowany że z ekranu piździ nudą. Oglądanie tego było prawdziwą torturą. Serio. Podczas seansu miałam ochotę krzyczeć: "" Niech mnie ktoś ratuje, dłużej tego nie zniosę!"". Nagromadzenie tandety przekroczyło wszelkie dopuszczalne normy. (Sekretarka 50 razy lepsza w tym temacie, polecam.)A 50 twarzy? Toż to gorsze jak ...              ",negative,1
Zadziwia mnie jedno związane z tym filmem...                        Rodzice którzy zabierają 13/14-letnie dzieci do kina na ten film. To jest co najmniej  bardzo dziwne.              ,neutral,5
"Dno. NIE POLECAM.                        Po fragmentach, które wyciekły w necie byłam pewna, że ten film będzie co najwyżej ""średni"". Ale pomyliłam się. To totalne dno dnów. 1. Brakuje ważnych scen, które były w książce2. Gra aktorska-nie chcę nawet się wypowiadać3. Nawet nwm jak to określić- to czy zwykły film romantyczny czy już erotyczny. Taki absolutnie nijaki. NIE POLECAM.              ",negative,3
"Słaby ..... słaby , w sam raz na złota maline sie nada : )                        Słaby ..... słaby , w sam raz na złota maline sie nada : )    .   A ,ze ktos czytał ksiazke i sie tym podnieca bo sie jest pusta laska to jej sprawa. Film ma byc dla odbiorcow ktorzy lubia filmy bez wzgledu skad sa brane .....  Jesli ktróras che byc pania do bicia i molestowana niech zostanie pania do towarzystwa , szuka damskiego boksera lub tez niech idzie ...              ",negative,3
Czego zabrakło filmowi?,negative,3
Wytrzymałam 20 min...                        Aktorstwo drewniane.Film nudny.               ,negative,3
"Jestem chory - 6/10                        No i masz no... podobało mi się... film wygląda bardzo ładnie... wszystko takie luksusowe i w ogóle... Ogląda się go całkiem lekko... Jak dla mnie kicz, który się podoba... podobnie jak w przypadku Zmierzchu...               ",neutral,5
"""Lemingowy"" zawrót głowy :)                        Widz-typowy leming naszych czasów...okrojony na miarę wymóżdżonego społeczeństwa.              ",negative,1
18% w moim guście                        Kto ma mniej?              ,negative,1
"rottentomatoes                        Rzadko sprawdzam noty filmów na rottentomatoes.com, ale za ten twór zerknąłem. 25%. Zgodziłbym się z nią, a nawet dam filmwebową trójkę.              ",negative,3
"Ogromne rozczarowanie                        Tylko tyle mogę napisać na temat tego filmu. A chyba najbardziej ze wszystkiego rozczarowała mnie gra Dakoty Johnson. Film bardzo rozdmuchany, bez większego sensu, bez większego celu, taka opowieść o niczym. Wracając do gry aktorskiej Pani Johnson, to niestety w mojej skromnej ocenie, nie sprostała zadaniu. O ile w niektórych scenach wszystko wygląda dość naturalnie, o tyle w scenach np, smutku, ...              ",negative,2
"trzeba mieć zdrowo walniętą psychę                        by napisać taką szmirę. Nic w tym filmie nie ma godnego uwagi. Zmarnowane 2 godziny cennego życia po to tylko by zobaczyć na własne oczy co jest teraz na topie wśród gawiedzi. Doprawdy, większej bzdury od czasu Sponsoringu nie widziałem.               ",negative,1
"Po przeczytaniu książki myślałam że film nie może być gorszy - jak widać grubo się pomyliłam                        Jedyną dobrą stroną filmu jest kilka piosenek z soundtracku czy też pojawiające się piosenki nawiązujące do Grey'a, np.Avril Lavigne - Give You What You Like. Po obejrzeniu stwierdziłam, że zmarnowała 2 h z mojego życia. Niepolecam              ",negative,1
